"family","family_denominator","clumped_cis_instruments","mediator_traits_with_instruments","finngen_rsid_matched","harmonised","estimated","fdr_significant","instrument_sha256","outcome_extract_sha256","harmonised_sha256","result_sha256","completed_at_utc"
"endothelial_m_to_y",9,11,7,11,11,7,0,"9b5810f310f0412276571950beed525256044e7d9fc40b446d9df9c5ad0d2c39","5f9fc3077809b174dcecf3a091af08839262fa08df3907e84ccf6143c4de5b94","8e937ceeab0b68a4f6240a7ea577b4cbc0187845b5e4435753b99ff788bc726f","f7c6aab86b3f170bfe1e3079943cd8b7b14e154673c77b187d834ad280e12043","2026-07-21T10:46:03Z"
