"family","family_denominator","paper_classified_cis_leads","finngen_rsid_matched","harmonised","estimated","fdr_significant","verified_cis_source_files","all_cis_source_files_verified","finngen_raw_sha256","outcome_extract_sha256","harmonised_sha256","result_sha256","completed_at_utc"
"cytokine_m_to_y",40,19,18,18,18,0,19,TRUE,"4b349b22bc9d720ea016752a7e65cac25712b6bf329f14df92996a3fa1d1bcbb","8d6965e428fef77ee4e9d57b1d0b5cb3ed074f98758a79b588e11e88383c7b20","ebe652c19c21778b62ea308442063878e4119f9ce025a9eec36eee52eb6262b8","0cfbe61c838270219832c30423da21623f5f6c973a99220853c5dfb8f5bf6069","2026-07-21T10:29:35Z"
