"mediator_id","source_id","raw_path","raw_sha256","requested_x_rows","matched_x_rows","cis_candidates_pre_ld","output_path","output_sha256","completed_at_utc"
"endothelial_SELE","SELE","03_data/raw/scallop_cvd1/SELE/SELE.txt.gz","666927186485c43234785d2d53b2360592034fd69b236ccde152c7e79f48c074",5,5,177,"03_data/processed/mechanistic/endothelial_targets/SELE.parquet","0dd26674ffd66212e1100045bae42255754af858786ad98a3f299f453e47ea88","2026-07-21T10:33:12Z"
"endothelial_ESM1","ESM-1","03_data/raw/scallop_cvd1/ESM-1/ESM-1.txt.gz","c944bd3e79b68d7a767382fd1c69975d1fce53f98463f8452f4b637f928184e0",5,5,42,"03_data/processed/mechanistic/endothelial_targets/ESM-1.parquet","eb3093194cb1ace5993163cf1a582f0447456d21b7d62a06704fcb9f88d26e1e","2026-07-21T10:33:36Z"
"endothelial_PECAM1","PECAM-1","03_data/raw/scallop_cvd1/PECAM-1/PECAM-1.txt.gz","714ada85b31a39d248fc6b2f4c3919f489e8b9cdefa862173e632370ad962a0d",5,5,0,"03_data/processed/mechanistic/endothelial_targets/PECAM-1.parquet","2068b61a3b43335792cf0ba12db9ade0ffc08f89ef9938517b97ee48b055a0b7","2026-07-21T10:34:07Z"
"endothelial_TIE2","TIE2","03_data/raw/scallop_cvd1/TIE2/TIE2.txt.gz","c1bde61ddd37b64f9006711aa9e16eae87116bbb9449cf773ad748a57b2eec7b",5,5,466,"03_data/processed/mechanistic/endothelial_targets/TIE2.parquet","9c7e363a0a5959bb2edcb8f70b7a219ef48479fd46e5098bca32bb39ab93de80","2026-07-21T10:34:36Z"
"endothelial_TM","TM","03_data/raw/scallop_cvd1/TM/TM.txt.gz","2af724283d313d33978d479f5df07783f4935e8883dad01dfe2e415df7c9333f",5,5,504,"03_data/processed/mechanistic/endothelial_targets/TM.parquet","32eb4b9af65e40b1270419f0b59c5a09c354769e0185768e183993b722533141","2026-07-21T10:35:06Z"
"endothelial_LOX1","LOX-1","03_data/raw/scallop_cvd1/LOX-1/LOX-1.txt.gz","a47f674d95393c61056fa4fd89c2d271084ee2fd079ed81ec0fd56df87fdb026",5,5,60,"03_data/processed/mechanistic/endothelial_targets/LOX-1.parquet","5316118c3a3b097ba3472cef90dbb40fde3765ce30f4026a04d168d2e6dccc1b","2026-07-21T10:35:37Z"
"endothelial_VEGFA","VEGF-A","03_data/raw/scallop_cvd1/VEGF-A/VEGF-A.txt.gz","c99c27abc67d678a9d689115bc5291f83e93c004ca0914cb93dfd4923d1631e5",5,5,141,"03_data/processed/mechanistic/endothelial_targets/VEGF-A.parquet","6e36604edd9737956c7cc350aab53d04c139380757b7695f4cb692a5e60d71e4","2026-07-21T10:36:06Z"
"endothelial_UPAR","U-PAR","03_data/raw/scallop_cvd1/U-PAR/U-PAR.txt.gz","cfbed66928c023b2a2252f416f3c395225735cb43478408c6868122e6b32f260",5,5,86,"03_data/processed/mechanistic/endothelial_targets/U-PAR.parquet","d2fd9dac588549e7d357c18f24c7f8dbf41dfaa825146d5a1234104f0eb4ef99","2026-07-21T10:36:36Z"
"endothelial_TPA","t-PA","03_data/raw/scallop_cvd1/t-PA/t-PA.txt.gz","c24544a5e2dfe447d0d4d32d016e8e79e845ba52830d881b36bfdd78b1c2554a",5,5,0,"03_data/processed/mechanistic/endothelial_targets/t-PA.parquet","d613f985bb1510ce98ea3304caa9d20c2a0e4335c8ccf20f2cc5e21dcbb3fe84","2026-07-21T10:37:06Z"
