"family","family_denominator","completed_mediator_sources","family_complete","estimated","target_missing","pending","provisional_fdr_signals","final_fdr_significant","result_sha256","completed_at_utc"
"cytokine_x_to_m",200,40,TRUE,169,31,0,0,0,"ae2c065b188936790ecf65568fa8d6a93baea5511860c110061302d47a5b4369","2026-07-21T10:29:02Z"
