"gws_extract_sha256","candidate_sha256","instrument_sha256","panel_bed_sha256","panel_bim_sha256","panel_fam_sha256","plink2_version","plink1_version","source_reference_build","association_build","matching_basis","completed_at_utc"
"3df714fa2f9cfe3c83fc850beb501fbff978fc2d6d556cb485866948a29432c2","bbdf01e72571c95b56e729532ce1f0d6eee4110144238f4cdd46da77666c2b9b","8772e7aba62ed0625c35a32d0e986aeeb6bb9b2205a1f96d654dce86a1712f4b","c519e4adadfd8bbaede71da1b5fb2100137025011fa4ee46a04e490dacc00dc0","d1b02737db6f0d53ad544ae45fd145c8098ec98b7c2bcd592f334e3b236dcd28","ccc5f19953f0f7debd096aaaf26aef11e49c8fad803abdfcd44f955ac9c5edc8","PLINK v2.0.0-a.7.1 M1 (4 May 2026)","PLINK v1.90b6.21 64-bit (19 Oct 2020)","GRCh37","GRCh38","rsID_chromosome_and_alleles_across_declared_builds","2026-07-20T00:11:40Z"
