"decision","n_forward","n_reverse","global_bonferroni_threshold","input_sha256","output_sha256","code_sha256","completed_at_utc"
"NO-GO",230,1572,2.77469478357381e-05,"forward_multiplicity=a246fc6dafae147e273f2b94ced0c74b4ae0225e15d96d2275bb8cb13dfa65bd;reverse_multiplicity=6ac891eba2f688be61eb9ce922e389c3e6c05e1bbdfe853465c0dd79910f8c55;forward_mr_raw=a2185679aca10c56e304f721442b1f1e26ab85c081aeec16d3273a7c8831d5f2;forward_sensitivity=37aff6d077800f0ccbb1ab82b207443ac7671517ddb1897f5eff555bd9c96480;replication_map=ae1ce73cb92ffe27bab80300e4d25372fbc01626b7b2562fe92c4da2ca924142","replication_audit=757129a8ce5efa3ece32b390a78af35254ccf0477e778281aee29b2f28c80e46;combined_multiplicity=f33595eddd484f784f914c854b14804f39cd2f92b9386ee7bf9055296b2aa86b;analysis_decision=82540bb2cc27926cb82a56048438b3b5c6bf3d53de722a8025f2dafef9ed9403","finalization=e30f26076360d54efbc2bfb6c474c5d8c41ec12062d86a551812ce9f51cf4a4b;finalization_script=bfd02d3b6ed982a132cfb15040c52ba53b6c2f79683faa5fdd6050a5ecf693bd","2026-07-20T01:27:52Z"
