"workers","parallel_backend","weighted_median_bootstraps","reverse_instrument_sha256","reverse_harmonised_sha256","reverse_harmonisation_audit_sha256","reverse_outcome_inventory_sha256","reverse_mr_registry_sha256","reverse_mr_raw_sha256","reverse_mr_sensitivity_sha256","reverse_multiplicity_sha256","code_sha256","completed_at_utc"
8,"PSOCK",1000,"8772e7aba62ed0625c35a32d0e986aeeb6bb9b2205a1f96d654dce86a1712f4b","356871d7fa64a254c01cb7349e2ded2e4fb4d8d0b21bda88f6b011f130907255","40233bb131652a834f70442e493aba68c3cb6ed2d6818787e1826c32ea1935be","929918fa9de605c60a7c70305adb0167916bd8df5b221cfb3f4bad2404a0f880","63feb4ccfa9925edd9646c7987b5b89e9c6301e81a48138f652d382814892346","03a244e8c87f0a2d306e528ea8c6344bb0173cbba54b3e06f3694fe4dd2dadba","a98433a0292666fa8303ecfaf82fbed8c06f9a48642ae3234661c3730af543c1","6ac891eba2f688be61eb9ce922e389c3e6c05e1bbdfe853465c0dd79910f8c55","reverse_instruments.R=f48ac3cb1783f738d8c42f53b9d015d8bd6fdbd48655cb7a9e9889c5604b197e;reverse_outcomes.R=f0056df27f149f2172ac83a664dd2dc93ce4f5857c4758de90758ed8826c1d10;reverse_analysis.R=dea53f19b5adb1eb2cd244ea010a6a57e4c999cb7ceb07131d8158fcd74d4a78;outcomes.R=d7dc97f23edc59f8a7bb5bc68e303c2a73421c8cf82583f22b2aeb12292590c9;mr_core.R=63f5b72314c44a97ae8ceeb03da47452a66484af4a3de2395e82a1f3415c29c2;multiplicity.R=405e8ceb9b7a56fb465bd3ad84c7addb14317c66b3997d6b8bd65e3144264adf;extract_outcome_ids.awk=88a12ecef982a046c12cee5800de4150e40f77a308f4af7540d6f9148bc9eda0","2026-07-20T01:24:49Z"
