"source_label","source_url","file_name","bytes","sha256","license","retrieved_on","extraction_scope"
"Konieczny_2025_Supplementary_Data_S2","https://static-content.springer.com/esm/art%3A10.1038%2Fs42003-025-07453-w/MediaObjects/42003_2025_7453_MOESM6_ESM.xlsx","42003_2025_7453_MOESM6_ESM.xlsx",289190,"f05a4e6792cf4a1c56a8852797051b28873060ba00e93b024f3df3b1fa41e57e","CC BY 4.0","2026-07-21","19 paper-classified lead cis loci from sheet S2 significant SNPs"
