"R_version","TwoSampleMR_version","mr_raps_version","parallel_backend","workers","weighted_median_bootstraps","random_seed_basis","ivw_method","ivw_underdispersion_floor","steiger_status","harmonised_output_sha256","harmonisation_audit_sha256","mr_core_sha256","pair_registry_sha256","mr_raw_sha256","mr_sensitivity_sha256","completed_at_utc"
"R version 4.6.0 (2026-04-24)","0.7.9","0.4.3","PSOCK",8,1000,"xxhash32_pair_id_first_7_hex_digits","multiplicative_random_effects",TRUE,"not_computed_without_prespecified_ED_prevalence","ed_2025_afr=46637b932478c408c5d2d31f6615981ec2e5c3d32c00ddc46bd8f755732d7340;ed_2025_cross_ancestry=0feb09f16c298039c57c31b5d2ee194e47cec4ff3fdf1f96c1007ac0fa33a448;ed_2025_eur=1433a90168e636bc54250a325c05c338d8d2b7f05728924c083494ef932f12de;finngen_r12_erectile_dysfunction=8a6c5d6782654698adffdefd98b287e590c6afd34b9428602963c71a78dcda8e","25d4a02a64a57d55dcc20e717efd44b2fb193e996946cb0b7dc7da9ea3eea45d","63f5b72314c44a97ae8ceeb03da47452a66484af4a3de2395e82a1f3415c29c2","0642be06e902419d03017c6d3d2dda36283e25a7850d2c1df961352f71900e03","a2185679aca10c56e304f721442b1f1e26ab85c081aeec16d3273a7c8831d5f2","37aff6d077800f0ccbb1ab82b207443ac7671517ddb1897f5eff555bd9c96480","2026-07-20T00:05:13Z"
