"cytokine_m_to_y_fdr","endothelial_m_to_y_fdr","cytokine_x_to_m_fdr","endothelial_x_to_m_fdr","cytokine_complete_mediation_gates","endothelial_complete_mediation_gates","colocalization_required","extension_decision","completed_at_utc"
0,0,0,0,0,0,FALSE,"stop_before_broad_metabolite_or_immune_expansion","2026-07-21T10:46:25Z"
