"reverse_family_traits","estimable_traits","requested_instrument_rows","harmonised_rows","missing_rows","allele_mismatch_rows","palindromic_excluded_rows","harmonised_sha256","audit_sha256","completed_at_utc"
1572,1572,37728,24794,11362,0,1572,"356871d7fa64a254c01cb7349e2ded2e4fb4d8d0b21bda88f6b011f130907255","40233bb131652a834f70442e493aba68c3cb6ed2d6818787e1826c32ea1935be","2026-07-20T01:24:23Z"
