"direction","p","expected_p","observed_minus_log10_p","expected_minus_log10_p"
"forward",0.973900007029541,0.974770642201835,0.0114856310316272,0.0110975592182745
"forward",0.97811374991681,0.979357798165138,0.00961063591942384,0.00905861424356218
"forward",0.978808356794603,0.98394495412844,0.00930233141844069,0.00702919708386176
"forward",0.979670273997021,0.988532110091743,0.0089200694900751,0.00500921910785442
"forward",0.984849251920984,0.993119266055046,0.00663024063863192,0.00299859291522059
"forward",0.994751139689019,0.997706422018349,0.00228555460894934,0.000997232313948714
"reverse",0.00186089832981135,0.000318066157760814,2.73027735390206,3.49748253736737
"reverse",0.00282389701009678,0.000954198473282443,2.54915114641708,3.02036128264771
"reverse",0.00440984281138978,0.00159033078880407,2.35557689065976,2.79851253303135
"reverse",0.00534780501987283,0.0022264631043257,2.27182443542968,2.65238449735311
"reverse",0.00601283043542947,0.00286259541984733,2.22092104328499,2.54324002792805
"reverse",0.00760820518482656,0.00349872773536896,2.11871778347386,2.45608985220915
"reverse",0.00814314478802112,0.00413486005089059,2.0892078432276,2.38353918506053
"reverse",0.0086099710290924,0.00477099236641221,2.06499830986185,2.32139127831169
"reverse",0.00890669066564544,0.00540712468193384,2.05028363071293,2.2670336159891
"reverse",0.00932967824299303,0.00604325699745547,2.03013333371354,2.21872893641454
"reverse",0.00967309962187386,0.0066793893129771,2.01443433946667,2.17526324263345
"reverse",0.00967309962187386,0.00731552162849873,2.01443433946667,2.13575470134978
"reverse",0.0110978416447803,0.00795165394402036,1.95476147643019,2.09954252869533
"reverse",0.0127599920013793,0.00858778625954199,1.89414959785294,2.06611877320838
"reverse",0.0138104595770201,0.00922391857506361,1.85979186896352,2.03508453946841
"reverse",0.0139805692254871,0.00986005089058524,1.85447514572515,2.0061208435331
"reverse",0.0147188512251302,0.0104961832061069,1.83212608443165,1.97896859748948
"reverse",0.014855292964248,0.0111323155216285,1.82811877896623,1.95341449301709
"reverse",0.0149144092683297,0.0117684478371501,1.82639394354801,1.92928081330038
"reverse",0.0155909995803799,0.0124045801526718,1.80712604014619,1.90641793034087
"reverse",0.0175258848958259,0.0130407124681934,1.75632004493493,1.88469868064763
"reverse",0.0177790951255585,0.013676844783715,1.75009034640164,1.86401408178778
"reverse",0.0195000324287002,0.0143129770992366,1.7099646664019,1.84427002359203
"reverse",0.0203864517600891,0.0149491094147583,1.6906583561301,1.82538467943165
"reverse",0.0208723098760537,0.0155852417302799,1.68042948620464,1.80728645733886
"reverse",0.0209994180866619,0.0162213740458015,1.67779273980195,1.78991236126943
"reverse",0.0212411185136492,0.0168575063613232,1.67282261793351,1.77320666776658
"reverse",0.021539818639525,0.0174936386768448,1.66675795768544,1.75711984787313
"reverse",0.0221057776898523,0.0181297709923664,1.65549420184065,1.74160768169488
"reverse",0.0222299074648428,0.018765903307888,1.65306234510991,1.72663052572523
"reverse",0.0229417551912311,0.0194020356234097,1.63937335885383,1.7121527023566
"reverse",0.0233717377308021,0.0200381679389313,1.63130899583022,1.69814198791379
"reverse",0.0239633555600764,0.0206743002544529,1.62045236828656,1.68456918072451
"reverse",0.0251473946429661,0.0213104325699746,1.59950700268736,1.67140773466654
"reverse",0.0252548357457875,0.0219465648854962,1.59765545173805,1.65863344663012
"reverse",0.0253436353349547,0.0225826972010178,1.59613108903143,1.6462241886483
"reverse",0.0255726242666164,0.0232188295165394,1.59222470232055,1.63415967724691
"reverse",0.0263830553194275,0.0238549618320611,1.57867491191578,1.62242127397567
"reverse",0.0263830553194275,0.0244910941475827,1.57867491191578,1.61099181219489
"reverse",0.0263938283035382,0.0251272264631043,1.57849761279174,1.59985544607693
"reverse",0.0265734817661624,0.025763358778626,1.57555153882398,1.58899751848872
"reverse",0.0269270842944447,0.0263994910941476,1.56981067010829,1.5784044449913
"reverse",0.0274408919969798,0.0270356234096692,1.56160177550647,1.56806361165308
"reverse",0.0278707942295958,0.0276717557251908,1.55485065508949,1.55796328474875
"reverse",0.0290298409245207,0.0283078880407125,1.53715534397515,1.54809253072246
"reverse",0.0298193420155233,0.0289440203562341,1.52550194378645,1.53844114504628
"reverse",0.0301522489405849,0.0295801526717557,1.5206802899563,1.52899958881344
"reverse",0.032022857064646,0.0302162849872774,1.49453992313326,1.51975893207852
"reverse",0.0348411940705944,0.030852417302799,1.4579069693537,1.51071080310113
"reverse",0.0352415462949494,0.0314885496183206,1.45294504428295,1.50184734276982
"reverse",0.0357601548183592,0.0321246819338422,1.44660060965762,1.49316116358473
"reverse",0.0377777468553809,0.0327608142493639,1.42276394788203,1.4846453126622
"reverse",0.0378874228373591,0.0333969465648855,1.42150493512035,1.47629323829743
"reverse",0.0393659419794098,0.0340330788804071,1.40487935195561,1.46809875968216
"reverse",0.0394012478264795,0.0346692111959288,1.40449002397206,1.46005603942675
"reverse",0.0400705737669151,0.0353053435114504,1.39717443889944,1.45215955858071
"reverse",0.0401195110646124,0.035941475826972,1.39664436835438,1.44440409388395
"reverse",0.0413561702278331,0.0365776081424936,1.38345968572477,1.43678469701376
"reverse",0.0416479122555613,0.0372137404580153,1.38040676421193,1.42929667562121
"reverse",0.0419870663927392,0.0378498727735369,1.37688446815684,1.42193557597484
"reverse",0.0424672146918602,0.0384860050890585,1.37194622225922,1.41469716705092
"reverse",0.0424899375801562,0.0391221374045802,1.37171390691034,1.40757742592797
"reverse",0.0424899375801562,0.0397582697201018,1.37171390691034,1.40057252435931
"reverse",0.0424899375801562,0.0403944020356234,1.37171390691034,1.39367881641141
"reverse",0.0424899375801562,0.041030534351145,1.37171390691034,1.38689282706812
"reverse",0.0432158226963917,0.0416666666666667,1.36435721495357,1.38021124171161
"reverse",0.0432690825753248,0.0423027989821883,1.36382231295237,1.37363089640028
"reverse",0.0445581962500816,0.0429389312977099,1.35107239805182,1.36714876887236
"reverse",0.0450239853499292,0.0435750636132316,1.34655606555767,1.36076197021096
"reverse",0.046371749980904,0.0442111959287532,1.33374651435416,1.35446773711328
"reverse",0.0465748198651554,0.0448473282442748,1.33184881612512,1.34826342471199
"reverse",0.0466816504899648,0.0454834605597964,1.33085379731364,1.34214649990231
"reverse",0.0469318188222784,0.0461195928753181,1.32853261456712,1.3361145351324
"reverse",0.0471603112808847,0.0467557251908397,1.32642333701367,1.33016520261919
"reverse",0.0481493916815818,0.0473918575063613,1.31740919537228,1.3242962689551
"reverse",0.0485143449654765,0.048027989821883,1.31412982803261,1.3185055900742
"reverse",0.0489624836593155,0.0486641221374046,1.31013656038501,1.31279110654977
"reverse",0.0501422331163194,0.0493002544529262,1.29979632836546,1.30715083919708
"reverse",0.0519263098527639,0.0499363867684478,1.28461253947938,1.30158288495814
"reverse",0.0530019462835655,0.0505725190839695,1.27570818238613,1.29608541304692
"reverse",0.0535346135624328,0.0512086513994911,1.27136532791551,1.29065666133552
"reverse",0.0537523786251072,0.0518447837150127,1.26960231279093,1.28529493296341
