"dataset","source_id","trait","ancestry","genome_build","tier","p_threshold","candidate_snps","strong_snps","mapped_snps","post_clump_snps","min_f","mean_f","exclusion_reason"
"microbiome_2026","GCST90671675","Gut microbiome family presence (Enterococcaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671675","Gut microbiome family presence (Enterococcaceae)","EUR","GRCh37","exploratory",1e-05,45,45,45,8,19.8025,21.9349240179348,""
"microbiome_2026","GCST90671676","Gut microbiome family presence (Megasphaeraceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671676","Gut microbiome family presence (Megasphaeraceae)","EUR","GRCh37","exploratory",1e-05,61,61,59,15,19.6642782464834,22.1271736775672,""
"microbiome_2026","GCST90671677","Gut microbiome family abundance (Dialisteraceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671677","Gut microbiome family abundance (Dialisteraceae)","EUR","GRCh37","exploratory",1e-05,36,36,34,16,19.5203305785124,21.5480791430147,""
"microbiome_2026","GCST90671678","Gut microbiome family presence (Campylobacteraceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671678","Gut microbiome family presence (Campylobacteraceae)","EUR","GRCh37","exploratory",1e-05,41,41,41,15,19.6847238350994,22.1176646336778,""
"microbiome_2026","GCST90671679","Gut microbiome family abundance (Eggerthellaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671679","Gut microbiome family abundance (Eggerthellaceae)","EUR","GRCh37","exploratory",1e-05,174,174,173,18,19.7032098800362,21.7964060248136,""
"microbiome_2026","GCST90671680","Gut microbiome family presence (Selenomonadaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671680","Gut microbiome family presence (Selenomonadaceae)","EUR","GRCh37","exploratory",1e-05,66,66,66,16,19.6168462809917,21.7828126928517,""
"microbiome_2026","GCST90671681","Gut microbiome family abundance (Veillonellaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671681","Gut microbiome family abundance (Veillonellaceae)","EUR","GRCh37","exploratory",1e-05,77,77,76,18,19.4575137871237,21.2673797705368,""
"microbiome_2026","GCST90671682","Gut microbiome family presence (Porphyromonadaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671682","Gut microbiome family presence (Porphyromonadaceae)","EUR","GRCh37","exploratory",1e-05,95,95,92,17,19.7147495313204,21.9012441643401,""
"microbiome_2026","GCST90671683","Gut microbiome family presence (Muribaculaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671683","Gut microbiome family presence (Muribaculaceae)","EUR","GRCh37","exploratory",1e-05,61,61,59,15,19.60275625,21.8117383978055,""
"microbiome_2026","GCST90671684","Gut microbiome family abundance (Micrococcaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671684","Gut microbiome family abundance (Micrococcaceae)","EUR","GRCh37","exploratory",1e-05,56,56,56,15,19.5516540946626,22.1974731480535,""
"microbiome_2026","GCST90671685","Gut microbiome family presence (Mycobacteriaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671685","Gut microbiome family presence (Mycobacteriaceae)","EUR","GRCh37","exploratory",1e-05,208,208,207,18,19.7082185491276,21.7289603554985,""
"microbiome_2026","GCST90671686","Gut microbiome family abundance (Actinomycetaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671686","Gut microbiome family abundance (Actinomycetaceae)","EUR","GRCh37","exploratory",1e-05,128,128,124,25,19.5436006633771,21.451595743566,""
"microbiome_2026","GCST90671687","Gut microbiome family abundance (Clostridiaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671687","Gut microbiome family abundance (Clostridiaceae)","EUR","GRCh37","exploratory",1e-05,158,158,157,21,19.5279818594104,21.7694956009622,""
"microbiome_2026","GCST90671688","Gut microbiome family abundance (Atopobiaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671688","Gut microbiome family abundance (Atopobiaceae)","EUR","GRCh37","exploratory",1e-05,34,34,34,15,19.680531526336,20.9402434947069,""
"microbiome_2026","GCST90671689","Gut microbiome family presence (Propionibacteriaceae)","EUR","GRCh37","primary",5e-08,26,26,26,1,31.5962326869806,31.5962326869806,""
"microbiome_2026","GCST90671689","Gut microbiome family presence (Propionibacteriaceae)","EUR","GRCh37","exploratory",1e-05,233,233,233,18,19.5941085032309,22.4173988659584,""
"microbiome_2026","GCST90671690","Gut microbiome family abundance (Desulfovibrionaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671690","Gut microbiome family abundance (Desulfovibrionaceae)","EUR","GRCh37","exploratory",1e-05,79,79,78,19,19.8126780226572,21.5923539835294,""
"microbiome_2026","GCST90671691","Gut microbiome family presence (Pasteurellaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671691","Gut microbiome family presence (Pasteurellaceae)","EUR","GRCh37","exploratory",1e-05,86,86,85,14,19.5977455029105,21.5768155265866,""
"microbiome_2026","GCST90671692","Gut microbiome family abundance (Coriobacteriaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671692","Gut microbiome family abundance (Coriobacteriaceae)","EUR","GRCh37","exploratory",1e-05,50,50,49,16,19.5198608118737,21.5232260147354,""
"microbiome_2026","GCST90671693","Gut microbiome family abundance (Peptostreptococcaceae)","EUR","GRCh37","primary",5e-08,1,1,1,1,29.7624516871796,29.7624516871796,""
"microbiome_2026","GCST90671693","Gut microbiome family abundance (Peptostreptococcaceae)","EUR","GRCh37","exploratory",1e-05,425,425,420,20,19.580625,23.1050835779258,""
"microbiome_2026","GCST90671694","Gut microbiome family abundance (Anaerovoracaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671694","Gut microbiome family abundance (Anaerovoracaceae)","EUR","GRCh37","exploratory",1e-05,88,88,86,26,19.566674782891,21.9195698669369,""
"microbiome_2026","GCST90671695","Gut microbiome family abundance (Pumilibacteraceae)","EUR","GRCh37","primary",5e-08,26,26,26,2,33.0502670891806,34.7131218258403,""
"microbiome_2026","GCST90671695","Gut microbiome family abundance (Pumilibacteraceae)","EUR","GRCh37","exploratory",1e-05,198,198,194,29,19.5347321110716,22.2188842518962,""
"microbiome_2026","GCST90671696","Gut microbiome family abundance (UBA644)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671696","Gut microbiome family abundance (UBA644)","EUR","GRCh37","exploratory",1e-05,51,51,51,18,19.4786427514793,21.379183152133,""
"microbiome_2026","GCST90671697","Gut microbiome family abundance (Coprobacteraceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671697","Gut microbiome family abundance (Coprobacteraceae)","EUR","GRCh37","exploratory",1e-05,53,53,52,16,19.6872976680384,21.2686090261037,""
"microbiome_2026","GCST90671698","Gut microbiome family abundance (Gastranaerophilaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671698","Gut microbiome family abundance (Gastranaerophilaceae)","EUR","GRCh37","exploratory",1e-05,330,330,324,21,19.5279818594104,21.5667981121157,""
"microbiome_2026","GCST90671699","Gut microbiome family presence (Nanogingivalaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671699","Gut microbiome family presence (Nanogingivalaceae)","EUR","GRCh37","exploratory",1e-05,81,81,81,18,19.9298469387755,21.1985955362413,""
"microbiome_2026","GCST90671700","Gut microbiome family presence (QAMH01)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671700","Gut microbiome family presence (QAMH01)","EUR","GRCh37","exploratory",1e-05,79,79,79,17,19.5690350299137,22.0957238524223,""
"microbiome_2026","GCST90671701","Gut microbiome family presence (Aerococcaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671701","Gut microbiome family presence (Aerococcaceae)","EUR","GRCh37","exploratory",1e-05,80,80,80,14,19.5654097029758,21.2318968446437,""
"microbiome_2026","GCST90671702","Gut microbiome family presence (UBA1820)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671702","Gut microbiome family presence (UBA1820)","EUR","GRCh37","exploratory",1e-05,66,66,66,10,19.7351331496786,21.7229312996716,""
"microbiome_2026","GCST90671703","Gut microbiome family presence (UBA1829)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671703","Gut microbiome family presence (UBA1829)","EUR","GRCh37","exploratory",1e-05,89,89,88,21,19.567242056205,21.5681155307718,""
"microbiome_2026","GCST90671704","Gut microbiome family abundance (QALW01)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671704","Gut microbiome family abundance (QALW01)","EUR","GRCh37","exploratory",1e-05,124,124,122,22,19.6500334150145,21.6215826617403,""
"microbiome_2026","GCST90671705","Gut microbiome family presence (UBA11471)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671705","Gut microbiome family presence (UBA11471)","EUR","GRCh37","exploratory",1e-05,210,210,209,27,19.7049375371803,21.7891555125814,""
"microbiome_2026","GCST90671706","Gut microbiome family abundance (Borkfalkiaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671706","Gut microbiome family abundance (Borkfalkiaceae)","EUR","GRCh37","exploratory",1e-05,138,138,137,17,19.6939624965491,21.9990903558254,""
"microbiome_2026","GCST90671707","Gut microbiome family abundance (UBA1750)","EUR","GRCh37","primary",5e-08,4,4,4,1,31.8135580178516,31.8135580178516,""
"microbiome_2026","GCST90671707","Gut microbiome family abundance (UBA1750)","EUR","GRCh37","exploratory",1e-05,98,98,97,17,19.5069444444444,22.3026603880578,""
"microbiome_2026","GCST90671708","Gut microbiome family presence (Peptoniphilaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671708","Gut microbiome family presence (Peptoniphilaceae)","EUR","GRCh37","exploratory",1e-05,95,95,95,11,19.4923995063194,21.6630716580168,""
"microbiome_2026","GCST90671709","Gut microbiome family presence (Peptococcaceae)","EUR","GRCh37","primary",5e-08,1,1,1,1,31.5736961451247,31.5736961451247,""
"microbiome_2026","GCST90671709","Gut microbiome family presence (Peptococcaceae)","EUR","GRCh37","exploratory",1e-05,126,126,125,15,19.552978515625,22.2487839846638,""
"microbiome_2026","GCST90671710","Gut microbiome family presence (Synergistaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671710","Gut microbiome family presence (Synergistaceae)","EUR","GRCh37","exploratory",1e-05,67,67,66,9,19.5960263789934,21.4091495253554,""
"microbiome_2026","GCST90671711","Gut microbiome family abundance (Monoglobaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671711","Gut microbiome family abundance (Monoglobaceae)","EUR","GRCh37","exploratory",1e-05,43,43,42,16,19.4986744097967,21.6769055776158,""
"microbiome_2026","GCST90671712","Gut microbiome family presence (Victivallaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671712","Gut microbiome family presence (Victivallaceae)","EUR","GRCh37","exploratory",1e-05,154,154,153,19,19.6302605083522,21.3279049239124,""
"microbiome_2026","GCST90671713","Gut microbiome family abundance (QAND01)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671713","Gut microbiome family abundance (QAND01)","EUR","GRCh37","exploratory",1e-05,28,28,28,12,19.6521173042346,21.8940352179129,""
"microbiome_2026","GCST90671714","Gut microbiome family presence (Eubacteriaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671714","Gut microbiome family presence (Eubacteriaceae)","EUR","GRCh37","exploratory",1e-05,60,60,59,14,19.9209677936228,21.6329881344959,""
"microbiome_2026","GCST90671715","Gut microbiome family presence (UBA1255)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671715","Gut microbiome family presence (UBA1255)","EUR","GRCh37","exploratory",1e-05,77,77,76,16,19.5279818594104,21.9542378226502,""
"microbiome_2026","GCST90671716","Gut microbiome family presence (Feifaniaceae)","EUR","GRCh37","primary",5e-08,28,28,28,1,34.6159739359043,34.6159739359043,""
"microbiome_2026","GCST90671716","Gut microbiome family presence (Feifaniaceae)","EUR","GRCh37","exploratory",1e-05,132,132,130,14,19.5146290331719,22.3532554446447,""
"microbiome_2026","GCST90671717","Gut microbiome family presence (Burkholderiaceae)","EUR","GRCh37","primary",5e-08,21,21,21,2,30.2292488430046,31.3282733382521,""
"microbiome_2026","GCST90671717","Gut microbiome family presence (Burkholderiaceae)","EUR","GRCh37","exploratory",1e-05,160,160,160,26,19.5475385950772,22.2546037497573,""
"microbiome_2026","GCST90671718","Gut microbiome family presence (HGM11501)","EUR","GRCh37","primary",5e-08,3,3,3,1,32.883056640625,32.883056640625,""
"microbiome_2026","GCST90671718","Gut microbiome family presence (HGM11501)","EUR","GRCh37","exploratory",1e-05,71,71,70,17,19.5658140869249,22.8115612643738,""
"microbiome_2026","GCST90671719","Gut microbiome family presence (UMGS1810)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671719","Gut microbiome family presence (UMGS1810)","EUR","GRCh37","exploratory",1e-05,17,17,17,10,19.5801572438084,22.2055216411248,""
"microbiome_2026","GCST90671720","Gut microbiome family abundance (QAKW01)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671720","Gut microbiome family abundance (QAKW01)","EUR","GRCh37","exploratory",1e-05,40,40,40,15,19.6584933591877,21.5893185266232,""
"microbiome_2026","GCST90671721","Gut microbiome family presence (HGM11507)","EUR","GRCh37","primary",5e-08,1,1,1,1,31.0158839449447,31.0158839449447,""
"microbiome_2026","GCST90671721","Gut microbiome family presence (HGM11507)","EUR","GRCh37","exploratory",1e-05,71,71,70,14,19.5625815755607,21.7732803749071,""
"microbiome_2026","GCST90671722","Gut microbiome family abundance (Christensenellaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671722","Gut microbiome family abundance (Christensenellaceae)","EUR","GRCh37","exploratory",1e-05,46,46,46,11,20.0995627389483,21.8779619755401,""
"microbiome_2026","GCST90671723","Gut microbiome family abundance (Turicibacteraceae)","EUR","GRCh37","primary",5e-08,113,113,111,5,30.1714795918367,34.8891813701154,""
"microbiome_2026","GCST90671723","Gut microbiome family abundance (Turicibacteraceae)","EUR","GRCh37","exploratory",1e-05,692,692,688,21,19.6227033672563,25.0434261422115,""
"microbiome_2026","GCST90671724","Gut microbiome family presence (UBA9506)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671724","Gut microbiome family presence (UBA9506)","EUR","GRCh37","exploratory",1e-05,136,136,136,16,19.6559004101046,21.3495660251359,""
"microbiome_2026","GCST90671725","Gut microbiome family presence (UMGS1783)","EUR","GRCh37","primary",5e-08,5,5,5,1,30.0884515570934,30.0884515570934,""
"microbiome_2026","GCST90671725","Gut microbiome family presence (UMGS1783)","EUR","GRCh37","exploratory",1e-05,125,125,125,18,19.7950977343934,21.6830177790001,""
"microbiome_2026","GCST90671726","Gut microbiome family presence (Anaerofustaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671726","Gut microbiome family presence (Anaerofustaceae)","EUR","GRCh37","exploratory",1e-05,185,185,181,19,19.8567438949033,21.4367355884988,""
"microbiome_2026","GCST90671727","Gut microbiome family presence (HGM11417)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671727","Gut microbiome family presence (HGM11417)","EUR","GRCh37","exploratory",1e-05,33,33,33,10,19.6001269799328,20.7780461500511,""
"microbiome_2026","GCST90671728","Gut microbiome family presence (HGM11514)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671728","Gut microbiome family presence (HGM11514)","EUR","GRCh37","exploratory",1e-05,60,60,60,18,19.6075761495622,21.471171851749,""
"microbiome_2026","GCST90671729","Gut microbiome family presence (UMGS1384)","EUR","GRCh37","primary",5e-08,4,4,4,1,31.7240544298458,31.7240544298458,""
"microbiome_2026","GCST90671729","Gut microbiome family presence (UMGS1384)","EUR","GRCh37","exploratory",1e-05,211,211,211,34,19.57991813737,21.6824588071839,""
"microbiome_2026","GCST90671730","Gut microbiome family abundance (Bianqueaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671730","Gut microbiome family abundance (Bianqueaceae)","EUR","GRCh37","exploratory",1e-05,44,44,43,11,19.5352666831032,20.4238997014815,""
"microbiome_2026","GCST90671731","Gut microbiome family presence (UMGS1253)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671731","Gut microbiome family presence (UMGS1253)","EUR","GRCh37","exploratory",1e-05,133,133,131,11,20.0011653577322,22.4229097251618,""
"microbiome_2026","GCST90671732","Gut microbiome family presence (HGM11327)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671732","Gut microbiome family presence (HGM11327)","EUR","GRCh37","exploratory",1e-05,72,72,72,10,19.6189937777778,21.1590697648931,""
"microbiome_2026","GCST90671733","Gut microbiome family presence (HGM14224)","EUR","GRCh37","primary",5e-08,27,27,27,2,35.4278236758714,38.7476451648175,""
"microbiome_2026","GCST90671733","Gut microbiome family presence (HGM14224)","EUR","GRCh37","exploratory",1e-05,188,188,187,24,19.552978515625,23.3447100502277,""
"microbiome_2026","GCST90671734","Gut microbiome family abundance (UMGS416)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671734","Gut microbiome family abundance (UMGS416)","EUR","GRCh37","exploratory",1e-05,73,73,73,19,19.5004307306759,22.0918436105544,""
"microbiome_2026","GCST90671735","Gut microbiome family abundance (UMGS124)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671735","Gut microbiome family abundance (UMGS124)","EUR","GRCh37","exploratory",1e-05,70,70,70,22,19.6122448979592,21.4397097801062,""
"microbiome_2026","GCST90671736","Gut microbiome family presence (RGIG6154)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671736","Gut microbiome family presence (RGIG6154)","EUR","GRCh37","exploratory",1e-05,181,181,181,14,19.6613184303828,22.2070395347079,""
"microbiome_2026","GCST90671737","Gut microbiome family presence (CALWSW01)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671737","Gut microbiome family presence (CALWSW01)","EUR","GRCh37","exploratory",1e-05,58,58,57,13,19.5199258925569,21.7085258818845,""
"microbiome_2026","GCST90671738","Gut microbiome family presence (Saccharomycetaceae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671738","Gut microbiome family presence (Saccharomycetaceae)","EUR","GRCh37","exploratory",1e-05,16,16,15,6,19.6415963032976,20.413071619427,""
"microbiome_2026","GCST90671739","Gut microbiome family presence (Blastocystidae)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671739","Gut microbiome family presence (Blastocystidae)","EUR","GRCh37","exploratory",1e-05,75,75,73,14,19.825243752997,21.0459275531439,""
"microbiome_2026","GCST90671740","Gut microbiome order abundance (Lachnospirales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671740","Gut microbiome order abundance (Lachnospirales)","EUR","GRCh37","exploratory",1e-05,105,105,103,20,19.6641359849503,21.9600384628371,""
"microbiome_2026","GCST90671741","Gut microbiome order abundance (Actinomycetales)","EUR","GRCh37","primary",5e-08,334,334,332,1,108.326464,108.326464,""
"microbiome_2026","GCST90671741","Gut microbiome order abundance (Actinomycetales)","EUR","GRCh37","exploratory",1e-05,818,818,812,23,19.5150344161333,25.7908180484569,""
"microbiome_2026","GCST90671742","Gut microbiome order abundance (Oscillospirales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671742","Gut microbiome order abundance (Oscillospirales)","EUR","GRCh37","exploratory",1e-05,60,60,60,22,19.5727240114796,20.9999618631744,""
"microbiome_2026","GCST90671743","Gut microbiome order abundance (Christensenellales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671743","Gut microbiome order abundance (Christensenellales)","EUR","GRCh37","exploratory",1e-05,101,101,101,23,19.5069444444444,21.8341859517197,""
"microbiome_2026","GCST90671744","Gut microbiome order abundance (Bacteroidales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671744","Gut microbiome order abundance (Bacteroidales)","EUR","GRCh37","exploratory",1e-05,57,57,56,18,19.8284502000845,22.0036509148958,""
"microbiome_2026","GCST90671745","Gut microbiome order abundance (Acidaminococcales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671745","Gut microbiome order abundance (Acidaminococcales)","EUR","GRCh37","exploratory",1e-05,70,70,69,11,19.8581640625,20.9189207281431,""
"microbiome_2026","GCST90671746","Gut microbiome order abundance (Lactobacillales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671746","Gut microbiome order abundance (Lactobacillales)","EUR","GRCh37","exploratory",1e-05,74,74,73,19,19.5069444444444,21.9397896688425,""
"microbiome_2026","GCST90671747","Gut microbiome order abundance (Enterobacterales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671747","Gut microbiome order abundance (Enterobacterales)","EUR","GRCh37","exploratory",1e-05,74,74,72,22,19.5154064091837,20.8692893304769,""
"microbiome_2026","GCST90671748","Gut microbiome order presence (Methanobacteriales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671748","Gut microbiome order presence (Methanobacteriales)","EUR","GRCh37","exploratory",1e-05,342,342,341,21,19.4839477539063,21.6908350870428,""
"microbiome_2026","GCST90671749","Gut microbiome order abundance (Erysipelotrichales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671749","Gut microbiome order abundance (Erysipelotrichales)","EUR","GRCh37","exploratory",1e-05,97,97,95,18,19.6423828034615,21.7352567428121,""
"microbiome_2026","GCST90671750","Gut microbiome order abundance (UBA1381)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671750","Gut microbiome order abundance (UBA1381)","EUR","GRCh37","exploratory",1e-05,51,51,51,14,19.6324411498416,21.1194887823167,""
"microbiome_2026","GCST90671751","Gut microbiome order abundance (Burkholderiales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671751","Gut microbiome order abundance (Burkholderiales)","EUR","GRCh37","exploratory",1e-05,71,71,68,19,19.8097957538296,21.5609367824725,""
"microbiome_2026","GCST90671752","Gut microbiome order abundance (Verrucomicrobiales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671752","Gut microbiome order abundance (Verrucomicrobiales)","EUR","GRCh37","exploratory",1e-05,118,118,116,15,19.6334272859369,20.7419115186973,""
"microbiome_2026","GCST90671753","Gut microbiome order abundance (RF39)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671753","Gut microbiome order abundance (RF39)","EUR","GRCh37","exploratory",1e-05,27,27,27,15,19.6518056441327,21.2304306857387,""
"microbiome_2026","GCST90671754","Gut microbiome order presence (Staphylococcales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671754","Gut microbiome order presence (Staphylococcales)","EUR","GRCh37","exploratory",1e-05,106,106,105,9,19.5209414622157,21.9047719548937,""
"microbiome_2026","GCST90671755","Gut microbiome order abundance (Veillonellales)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.0033139755081,30.0033139755081,""
"microbiome_2026","GCST90671755","Gut microbiome order abundance (Veillonellales)","EUR","GRCh37","exploratory",1e-05,37,37,36,20,19.4713865203632,21.3029029423818,""
"microbiome_2026","GCST90671756","Gut microbiome order presence (Campylobacterales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671756","Gut microbiome order presence (Campylobacterales)","EUR","GRCh37","exploratory",1e-05,82,82,82,16,19.495073491155,22.510322219991,""
"microbiome_2026","GCST90671757","Gut microbiome order abundance (Coriobacteriales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671757","Gut microbiome order abundance (Coriobacteriales)","EUR","GRCh37","exploratory",1e-05,55,55,55,11,19.5110115686334,21.2773055189165,""
"microbiome_2026","GCST90671758","Gut microbiome order presence (Selenomonadales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671758","Gut microbiome order presence (Selenomonadales)","EUR","GRCh37","exploratory",1e-05,104,104,103,19,19.5998216012493,21.4886226269774,""
"microbiome_2026","GCST90671759","Gut microbiome order abundance (TANB77)","EUR","GRCh37","primary",5e-08,13,13,13,1,30.7430644132653,30.7430644132653,""
"microbiome_2026","GCST90671759","Gut microbiome order abundance (TANB77)","EUR","GRCh37","exploratory",1e-05,376,376,372,15,19.585332729742,22.2602690122653,""
"microbiome_2026","GCST90671760","Gut microbiome order presence (RFN20)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671760","Gut microbiome order presence (RFN20)","EUR","GRCh37","exploratory",1e-05,149,149,148,23,20.1002777777778,22.2071107395503,""
"microbiome_2026","GCST90671761","Gut microbiome order presence (Mycobacteriales)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
