"dataset","source_id","trait","ancestry","genome_build","tier","p_threshold","candidate_snps","strong_snps","mapped_snps","post_clump_snps","min_f","mean_f","exclusion_reason"
"microbiome_2026","GCST90671023","Gut microbiome species presence (UMGS1696 sp900554225, GCA_900554225.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671023","Gut microbiome species presence (UMGS1696 sp900554225, GCA_900554225.1)","EUR","GRCh37","exploratory",1e-05,56,56,56,17,19.5532266018585,21.3781108353269,""
"microbiome_2026","GCST90671024","Gut microbiome species presence (UMGS1783 sp905209135, GCA_905209135.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671024","Gut microbiome species presence (UMGS1783 sp905209135, GCA_905209135.1)","EUR","GRCh37","exploratory",1e-05,88,88,87,16,19.6307208695189,21.4400319901948,""
"microbiome_2026","GCST90671025","Gut microbiome species presence (UMGS1795 sp900553555, GCA_900553555.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671025","Gut microbiome species presence (UMGS1795 sp900553555, GCA_900553555.1)","EUR","GRCh37","exploratory",1e-05,28,28,27,13,19.5105353955979,20.8846409064935,""
"microbiome_2026","GCST90671026","Gut microbiome species presence (UMGS1820 sp902797885, GCA_902797885.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671026","Gut microbiome species presence (UMGS1820 sp902797885, GCA_902797885.1)","EUR","GRCh37","exploratory",1e-05,116,116,116,14,19.5682164249183,22.1063780457895,""
"microbiome_2026","GCST90671027","Gut microbiome species presence (RGIG9041 hMGS.03151, )","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671027","Gut microbiome species presence (RGIG9041 hMGS.03151, )","EUR","GRCh37","exploratory",1e-05,42,42,42,16,19.6192555305745,21.5818642694476,""
"microbiome_2026","GCST90671028","Gut microbiome species presence (UMGS911 hMGS.03156, )","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671028","Gut microbiome species presence (UMGS911 hMGS.03156, )","EUR","GRCh37","exploratory",1e-05,31,31,29,7,19.6052160493827,20.783951329595,""
"microbiome_2026","GCST90671029","Gut microbiome species presence (UMGS1766 hMGS.03161, )","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671029","Gut microbiome species presence (UMGS1766 hMGS.03161, )","EUR","GRCh37","exploratory",1e-05,101,101,100,18,19.7082185491276,21.1104129501139,""
"microbiome_2026","GCST90671030","Gut microbiome species presence (Clostridium A hMGS.03194, )","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671030","Gut microbiome species presence (Clostridium A hMGS.03194, )","EUR","GRCh37","exploratory",1e-05,118,118,118,10,20.3787755102041,22.2643902054134,""
"microbiome_2026","GCST90671031","Gut microbiome species presence (Faecimorpha hMGS.03197, )","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671031","Gut microbiome species presence (Faecimorpha hMGS.03197, )","EUR","GRCh37","exploratory",1e-05,46,46,46,15,19.585984363214,20.6440310029345,""
"microbiome_2026","GCST90671032","Gut microbiome species presence (Dysosmobacter hMGS.03207, )","EUR","GRCh37","primary",5e-08,1,1,1,1,30.0460591836735,30.0460591836735,""
"microbiome_2026","GCST90671032","Gut microbiome species presence (Dysosmobacter hMGS.03207, )","EUR","GRCh37","exploratory",1e-05,84,84,83,19,19.6738652979795,22.2280744886577,""
"microbiome_2026","GCST90671033","Gut microbiome species presence (Ventricola sp900548125, GCA_900548125.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671033","Gut microbiome species presence (Ventricola sp900548125, GCA_900548125.1)","EUR","GRCh37","exploratory",1e-05,106,106,105,20,19.6122448979592,21.0700676907275,""
"microbiome_2026","GCST90671034","Gut microbiome species presence (Ventrimonas sp900770535, GCA_900770535.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671034","Gut microbiome species presence (Ventrimonas sp900770535, GCA_900770535.1)","EUR","GRCh37","exploratory",1e-05,28,28,28,6,20.1958194222674,21.2916368732266,""
"microbiome_2026","GCST90671035","Gut microbiome species presence (1XD42-69 sp014287635, GCF_014287635.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671035","Gut microbiome species presence (1XD42-69 sp014287635, GCF_014287635.1)","EUR","GRCh37","exploratory",1e-05,49,49,49,15,19.5345898030262,21.8580664314925,""
"microbiome_2026","GCST90671036","Gut microbiome species presence (Alangreenwoodia gallinarii, GCA_904398315.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671036","Gut microbiome species presence (Alangreenwoodia gallinarii, GCA_904398315.1)","EUR","GRCh37","exploratory",1e-05,95,95,94,15,19.512741025482,20.8339269453951,""
"microbiome_2026","GCST90671037","Gut microbiome species presence (Alectryocaccomicrobium excrementavium, GCA_018716755.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671037","Gut microbiome species presence (Alectryocaccomicrobium excrementavium, GCA_018716755.1)","EUR","GRCh37","exploratory",1e-05,57,57,57,14,19.5906831095041,21.1851465664096,""
"microbiome_2026","GCST90671038","Gut microbiome species presence (Aphodomonas sp004557805, GCA_004557805.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671038","Gut microbiome species presence (Aphodomonas sp004557805, GCA_004557805.1)","EUR","GRCh37","exploratory",1e-05,76,76,75,18,19.7439000060093,22.2883242285299,""
"microbiome_2026","GCST90671039","Gut microbiome species presence (Avimonas sp900551425, GCA_905192745.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671039","Gut microbiome species presence (Avimonas sp900551425, GCA_905192745.1)","EUR","GRCh37","exploratory",1e-05,59,59,58,16,19.5611078070934,21.4985773514028,""
"microbiome_2026","GCST90671040","Gut microbiome species abundance (Bittarella massiliensis, GCF_001486165.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671040","Gut microbiome species abundance (Bittarella massiliensis, GCF_001486165.1)","EUR","GRCh37","exploratory",1e-05,48,48,47,19,19.7351331496786,22.4277053416194,""
"microbiome_2026","GCST90671041","Gut microbiome species presence (Blautia A gallistercoris, GCA_900542045.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671041","Gut microbiome species presence (Blautia A gallistercoris, GCA_900542045.1)","EUR","GRCh37","exploratory",1e-05,23,23,23,9,20.4533247371553,21.4319328480974,""
"microbiome_2026","GCST90671042","Gut microbiome species abundance (Blautia A sp000285855, GCA_000285855.2)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671042","Gut microbiome species abundance (Blautia A sp000285855, GCA_000285855.2)","EUR","GRCh37","exploratory",1e-05,54,54,53,16,19.5457063711911,21.0876427896904,""
"microbiome_2026","GCST90671043","Gut microbiome species presence (Blautia A sp900551715, GCA_900551715.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671043","Gut microbiome species presence (Blautia A sp900551715, GCA_900551715.1)","EUR","GRCh37","exploratory",1e-05,30,30,30,17,19.5710066162571,20.96795930843,""
"microbiome_2026","GCST90671044","Gut microbiome species presence (Borkfalkia excrementavium, GCA_019115945.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671044","Gut microbiome species presence (Borkfalkia excrementavium, GCA_019115945.1)","EUR","GRCh37","exploratory",1e-05,40,40,40,14,19.5452128706358,21.2086644790845,""
"microbiome_2026","GCST90671045","Gut microbiome species presence (Butyricicoccus sp900547195, GCA_900547195.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671045","Gut microbiome species presence (Butyricicoccus sp900547195, GCA_900547195.1)","EUR","GRCh37","exploratory",1e-05,26,26,26,9,19.5297174100448,20.7432629306107,""
"microbiome_2026","GCST90671046","Gut microbiome species presence (CAG-170 sp905214155, GCA_905214155.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671046","Gut microbiome species presence (CAG-170 sp905214155, GCA_905214155.1)","EUR","GRCh37","exploratory",1e-05,122,122,120,18,19.5972441375432,21.3987947915963,""
"microbiome_2026","GCST90671047","Gut microbiome species presence (CAG-272 sp900556615, GCA_900556615.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671047","Gut microbiome species presence (CAG-272 sp900556615, GCA_900556615.1)","EUR","GRCh37","exploratory",1e-05,68,68,67,11,19.9869116109054,21.6075557378114,""
"microbiome_2026","GCST90671048","Gut microbiome species presence (CAG-273 sp905214245, GCA_905214245.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671048","Gut microbiome species presence (CAG-273 sp905214245, GCA_905214245.1)","EUR","GRCh37","exploratory",1e-05,49,49,49,9,19.7212394496474,21.4261837619923,""
"microbiome_2026","GCST90671049","Gut microbiome species abundance (CAJFUR01 sp904420575, GCA_904420575.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671049","Gut microbiome species abundance (CAJFUR01 sp904420575, GCA_904420575.1)","EUR","GRCh37","exploratory",1e-05,53,53,51,19,19.608291015625,21.3784140337311,""
"microbiome_2026","GCST90671050","Gut microbiome species abundance (CAJJPW01 sp905193725, GCA_905193725.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671050","Gut microbiome species abundance (CAJJPW01 sp905193725, GCA_905193725.1)","EUR","GRCh37","exploratory",1e-05,46,46,45,21,19.6850310476946,21.2995623415183,""
"microbiome_2026","GCST90671051","Gut microbiome species presence (Catenibacillus sp018369015, GCA_018369015.1)","EUR","GRCh37","primary",5e-08,4,4,4,1,31.0181608642241,31.0181608642241,""
"microbiome_2026","GCST90671051","Gut microbiome species presence (Catenibacillus sp018369015, GCA_018369015.1)","EUR","GRCh37","exploratory",1e-05,104,104,104,16,19.5486333610221,21.9974170770722,""
"microbiome_2026","GCST90671052","Gut microbiome species presence (Catenibacillus sp900553975, GCA_905199445.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671052","Gut microbiome species presence (Catenibacillus sp900553975, GCA_905199445.1)","EUR","GRCh37","exploratory",1e-05,116,116,116,9,19.5786670843449,22.3307431417568,""
"microbiome_2026","GCST90671053","Gut microbiome species presence (Christensenella hongkongensis, GCF_000981035.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671053","Gut microbiome species presence (Christensenella hongkongensis, GCF_000981035.1)","EUR","GRCh37","exploratory",1e-05,92,92,91,27,19.5268444119795,21.6020701286059,""
"microbiome_2026","GCST90671054","Gut microbiome species presence (Christensenella minuta, GCF_003628755.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671054","Gut microbiome species presence (Christensenella minuta, GCF_003628755.1)","EUR","GRCh37","exploratory",1e-05,63,63,63,20,19.585984363214,21.0289713799358,""
"microbiome_2026","GCST90671055","Gut microbiome species presence (Dysosmobacter sp900544105, GCA_900544105.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671055","Gut microbiome species presence (Dysosmobacter sp900544105, GCA_900544105.1)","EUR","GRCh37","exploratory",1e-05,82,82,81,20,19.7258501783591,21.6576679999834,""
"microbiome_2026","GCST90671056","Gut microbiome species presence (Egerieisoma sp900552695, GCA_900761125.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671056","Gut microbiome species presence (Egerieisoma sp900552695, GCA_900761125.1)","EUR","GRCh37","exploratory",1e-05,32,32,32,7,19.7576172039391,20.3853143392542,""
"microbiome_2026","GCST90671057","Gut microbiome species presence (Emergencia sp904420065, GCA_904420065.1)","EUR","GRCh37","primary",5e-08,1,1,1,1,29.7630864197531,29.7630864197531,""
"microbiome_2026","GCST90671057","Gut microbiome species presence (Emergencia sp904420065, GCA_904420065.1)","EUR","GRCh37","exploratory",1e-05,205,205,202,22,19.7001562360059,22.3070410486735,""
"microbiome_2026","GCST90671058","Gut microbiome species presence (Enterocloster faecavium, GCA_019118585.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671058","Gut microbiome species presence (Enterocloster faecavium, GCA_019118585.1)","EUR","GRCh37","exploratory",1e-05,15,15,14,11,19.5732317391506,20.7708424695248,""
"microbiome_2026","GCST90671059","Gut microbiome species presence (Enterocloster sp900543885, GCA_900543885.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671059","Gut microbiome species presence (Enterocloster sp900543885, GCA_900543885.1)","EUR","GRCh37","exploratory",1e-05,38,38,36,13,19.6429682345179,21.678544455757,""
"microbiome_2026","GCST90671060","Gut microbiome species presence (Enterocloster sp900753815, GCF_020554865.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671060","Gut microbiome species presence (Enterocloster sp900753815, GCF_020554865.1)","EUR","GRCh37","exploratory",1e-05,121,121,119,12,19.5544643889467,21.4119809604799,""
"microbiome_2026","GCST90671061","Gut microbiome species presence (Faecaligallichristensenella faecipullorum, GCA_018716505.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671061","Gut microbiome species presence (Faecaligallichristensenella faecipullorum, GCA_018716505.1)","EUR","GRCh37","exploratory",1e-05,57,57,55,18,19.5583348356469,21.2227975320752,""
"microbiome_2026","GCST90671062","Gut microbiome species presence (Faecimorpha sp900764045, GCA_900764045.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671062","Gut microbiome species presence (Faecimorpha sp900764045, GCA_900764045.1)","EUR","GRCh37","exploratory",1e-05,45,45,44,13,19.5610254766864,21.0332123117145,""
"microbiome_2026","GCST90671063","Gut microbiome species presence (Faecimorpha stercoravium, GCA_002305315.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671063","Gut microbiome species presence (Faecimorpha stercoravium, GCA_002305315.1)","EUR","GRCh37","exploratory",1e-05,146,146,144,15,19.4956213017752,22.3209683714497,""
"microbiome_2026","GCST90671064","Gut microbiome species presence (Flavonifractor avistercoris, GCF_002161215.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671064","Gut microbiome species presence (Flavonifractor avistercoris, GCF_002161215.1)","EUR","GRCh37","exploratory",1e-05,157,157,153,14,19.6842824678057,21.7434448581609,""
"microbiome_2026","GCST90671065","Gut microbiome species presence (Flavonifractor intestinigallinarum, GCA_019119165.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671065","Gut microbiome species presence (Flavonifractor intestinigallinarum, GCA_019119165.1)","EUR","GRCh37","exploratory",1e-05,16,16,16,7,19.7994311533888,20.3500981691066,""
"microbiome_2026","GCST90671066","Gut microbiome species presence (Gallacutalibacter pullicola, GCA_018712265.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671066","Gut microbiome species presence (Gallacutalibacter pullicola, GCA_018712265.1)","EUR","GRCh37","exploratory",1e-05,218,218,218,11,19.6865266036584,23.5089238099713,""
"microbiome_2026","GCST90671067","Gut microbiome species presence (Gemmiger variabilis B, GCA_004554775.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671067","Gut microbiome species presence (Gemmiger variabilis B, GCA_004554775.1)","EUR","GRCh37","exploratory",1e-05,139,139,136,14,19.8602901928792,21.9118556917359,""
"microbiome_2026","GCST90671068","Gut microbiome species presence (HGM11327 sp900759935, GCA_900759935.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671068","Gut microbiome species presence (HGM11327 sp900759935, GCA_900759935.1)","EUR","GRCh37","exploratory",1e-05,81,81,81,12,19.6138989277628,21.6854054875429,""
"microbiome_2026","GCST90671069","Gut microbiome species abundance (HGM11616 sp900761075, GCA_900761075.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671069","Gut microbiome species abundance (HGM11616 sp900761075, GCA_900761075.1)","EUR","GRCh37","exploratory",1e-05,62,62,62,16,19.5348536749144,21.3136348598227,""
"microbiome_2026","GCST90671070","Gut microbiome species abundance (HGM12998 sp900756495, GCA_900756495.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671070","Gut microbiome species abundance (HGM12998 sp900756495, GCA_900756495.1)","EUR","GRCh37","exploratory",1e-05,58,58,56,15,19.6490710743802,20.7928710573524,""
"microbiome_2026","GCST90671071","Gut microbiome species presence (HGM13006 sp905201305, GCA_905201305.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671071","Gut microbiome species presence (HGM13006 sp905201305, GCA_905201305.1)","EUR","GRCh37","exploratory",1e-05,35,35,34,13,19.6403728898967,21.20536883402,""
"microbiome_2026","GCST90671072","Gut microbiome species presence (HGM14224 sp900761905, GCA_900761905.1)","EUR","GRCh37","primary",5e-08,26,26,26,2,35.6160027452887,37.0380026733727,""
"microbiome_2026","GCST90671072","Gut microbiome species presence (HGM14224 sp900761905, GCA_900761905.1)","EUR","GRCh37","exploratory",1e-05,93,93,93,17,19.7901896608289,23.3987462172293,""
"microbiome_2026","GCST90671073","Gut microbiome species presence (Howiella intestinavium, GCA_904420585.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671073","Gut microbiome species presence (Howiella intestinavium, GCA_904420585.1)","EUR","GRCh37","exploratory",1e-05,61,61,60,11,19.8743392299688,22.1162769667877,""
"microbiome_2026","GCST90671074","Gut microbiome species abundance (JAGTTR01 sp018223385, GCA_018223385.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671074","Gut microbiome species abundance (JAGTTR01 sp018223385, GCA_018223385.1)","EUR","GRCh37","exploratory",1e-05,29,29,29,16,19.5092520710292,21.6693909541526,""
"microbiome_2026","GCST90671075","Gut microbiome species presence (Lachnoclostridium B sp000765215, GCF_000765215.1)","EUR","GRCh37","primary",5e-08,4,4,4,1,32.0764619513883,32.0764619513883,""
"microbiome_2026","GCST90671075","Gut microbiome species presence (Lachnoclostridium B sp000765215, GCF_000765215.1)","EUR","GRCh37","exploratory",1e-05,59,59,59,12,19.7441493826908,21.8586305583732,""
"microbiome_2026","GCST90671076","Gut microbiome species presence (Lawsonibacter sp003478995, GCF_003478995.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671076","Gut microbiome species presence (Lawsonibacter sp003478995, GCF_003478995.1)","EUR","GRCh37","exploratory",1e-05,41,41,40,10,19.5953777777778,20.7211576313123,""
"microbiome_2026","GCST90671077","Gut microbiome species presence (Leuconostoc carnosum, GCF_014207505.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671077","Gut microbiome species presence (Leuconostoc carnosum, GCF_014207505.1)","EUR","GRCh37","exploratory",1e-05,32,32,31,13,19.504531040043,21.7942913622884,""
"microbiome_2026","GCST90671078","Gut microbiome species presence (Leuconostoc pseudomesenteroides, GCF_014634745.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671078","Gut microbiome species presence (Leuconostoc pseudomesenteroides, GCF_014634745.1)","EUR","GRCh37","exploratory",1e-05,53,53,53,10,19.6798251516734,21.9925772742041,""
"microbiome_2026","GCST90671079","Gut microbiome species presence (Mediterraneibacter intestinigallinarum, GCA_019119265.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671079","Gut microbiome species presence (Mediterraneibacter intestinigallinarum, GCA_019119265.1)","EUR","GRCh37","exploratory",1e-05,23,23,23,9,19.4991966759003,20.6211401857632,""
"microbiome_2026","GCST90671080","Gut microbiome species presence (Mediterraneibacter norwichensis, GCA_019112765.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671080","Gut microbiome species presence (Mediterraneibacter norwichensis, GCA_019112765.1)","EUR","GRCh37","exploratory",1e-05,98,98,98,18,19.6250278501361,21.819479842654,""
"microbiome_2026","GCST90671081","Gut microbiome species presence (Merdicola sp905200315, GCA_905200315.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671081","Gut microbiome species presence (Merdicola sp905200315, GCA_905200315.1)","EUR","GRCh37","exploratory",1e-05,64,64,64,7,20.0058792652454,22.2252689355327,""
"microbiome_2026","GCST90671082","Gut microbiome species presence (Merdisoma merdipullorum, GCA_018715645.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671082","Gut microbiome species presence (Merdisoma merdipullorum, GCA_018715645.1)","EUR","GRCh37","exploratory",1e-05,57,57,56,13,19.6292706469062,21.3730563554549,""
"microbiome_2026","GCST90671083","Gut microbiome species presence (Metalachnospira gallinarum, GCA_904378045.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671083","Gut microbiome species presence (Metalachnospira gallinarum, GCA_904378045.1)","EUR","GRCh37","exploratory",1e-05,78,78,78,15,19.8004366843522,21.3296329930904,""
"microbiome_2026","GCST90671084","Gut microbiome species presence (Neobittarella massiliensis, GCF_900289145.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671084","Gut microbiome species presence (Neobittarella massiliensis, GCF_900289145.1)","EUR","GRCh37","exploratory",1e-05,168,168,167,15,19.6643228633171,21.6016900831321,""
"microbiome_2026","GCST90671085","Gut microbiome species presence (Parachristensenella sp900542005, GCA_900542005.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671085","Gut microbiome species presence (Parachristensenella sp900542005, GCA_900542005.1)","EUR","GRCh37","exploratory",1e-05,105,105,103,13,19.568558677686,21.6804899198836,""
"microbiome_2026","GCST90671086","Gut microbiome species presence (Prevotella sp900548585, GCA_900548585.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671086","Gut microbiome species presence (Prevotella sp900548585, GCA_900548585.1)","EUR","GRCh37","exploratory",1e-05,17,17,17,6,20.2840683710738,20.7434650916519,""
"microbiome_2026","GCST90671087","Gut microbiome species abundance (Pseudobutyricicoccus lothianensis, GCA_904419295.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671087","Gut microbiome species abundance (Pseudobutyricicoccus lothianensis, GCA_904419295.1)","EUR","GRCh37","exploratory",1e-05,48,48,48,18,19.9323578647157,21.9411779534743,""
"microbiome_2026","GCST90671088","Gut microbiome species abundance (Pseudoscilispira sp018369915, GCA_020555865.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671088","Gut microbiome species abundance (Pseudoscilispira sp018369915, GCA_020555865.1)","EUR","GRCh37","exploratory",1e-05,39,39,39,14,19.6402690595172,20.9487755320915,""
"microbiome_2026","GCST90671089","Gut microbiome species abundance (Pullichristensenella excrementipullorum, GCA_900754775.1)","EUR","GRCh37","primary",5e-08,21,21,21,1,43.094312554954,43.094312554954,""
"microbiome_2026","GCST90671089","Gut microbiome species abundance (Pullichristensenella excrementipullorum, GCA_900754775.1)","EUR","GRCh37","exploratory",1e-05,216,216,212,29,19.8007128917276,22.4586718916902,""
"microbiome_2026","GCST90671090","Gut microbiome species presence (QAKD01 sp003343965, GCA_944383465.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671090","Gut microbiome species presence (QAKD01 sp003343965, GCA_944383465.1)","EUR","GRCh37","exploratory",1e-05,72,72,72,19,19.6075761495622,21.3636206035465,""
"microbiome_2026","GCST90671091","Gut microbiome species abundance (QAKW01 sp003343605, GCA_003343605.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671091","Gut microbiome species abundance (QAKW01 sp003343605, GCA_003343605.1)","EUR","GRCh37","exploratory",1e-05,67,67,67,17,19.5831681860219,21.179680405463,""
"microbiome_2026","GCST90671092","Gut microbiome species presence (QALR01 sp900552255, GCA_900552255.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671092","Gut microbiome species presence (QALR01 sp900552255, GCA_900552255.1)","EUR","GRCh37","exploratory",1e-05,40,40,39,8,19.6399116127684,21.2095556459438,""
"microbiome_2026","GCST90671093","Gut microbiome species presence (QAMM01 sp003150405, GCA_003150405.1)","EUR","GRCh37","primary",5e-08,1,1,1,1,30.1050128567866,30.1050128567866,""
"microbiome_2026","GCST90671093","Gut microbiome species presence (QAMM01 sp003150405, GCA_003150405.1)","EUR","GRCh37","exploratory",1e-05,121,121,121,15,19.6801533291325,22.4490552664823,""
"microbiome_2026","GCST90671094","Gut microbiome species presence (QAMM01 sp902766785, GCA_902766785.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671094","Gut microbiome species presence (QAMM01 sp902766785, GCA_902766785.1)","EUR","GRCh37","exploratory",1e-05,90,90,90,20,19.758138683028,21.7478659990829,""
"microbiome_2026","GCST90671095","Gut microbiome species presence (QANA01 sp900554725, GCA_900554725.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
"microbiome_2026","GCST90671095","Gut microbiome species presence (QANA01 sp900554725, GCA_900554725.1)","EUR","GRCh37","exploratory",1e-05,85,85,83,18,19.5209414622157,20.9051998689842,""
"microbiome_2026","GCST90671096","Gut microbiome species presence (RGIG4076 sp905198155, GCA_905198155.1)","EUR","GRCh37","primary",5e-08,0,0,0,0,,,"no_variant_below_threshold"
