"outcome_id","dataset","source_id","trait","tier","requested_instrument_rows","harmonised_snps","excluded_snps","pair_harmonisation_status","outcome_ancestry","analysis_role","effect_scale","pair_id","exposure_role","exposure_outcome_overlap_class","cross_analysis_dependence"
"ed_2025_afr","microbiome_2026","GCST90670400","Gut microbiome species abundance (Ruminococcus B gnavus, GCF_008121495.1)","exploratory",25,8,17,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670400|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670400","Gut microbiome species abundance (Ruminococcus B gnavus, GCF_008121495.1)","primary",1,1,0,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670400|primary","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670401","Gut microbiome species presence (Ruminococcus E sp003526955, GCF_023921805.1)","exploratory",13,8,5,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670401|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670402","Gut microbiome species abundance (Parabacteroides distasonis, GCF_000012845.1)","exploratory",17,6,11,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670402|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670403","Gut microbiome species abundance (Roseburia intestinalis, GCF_900537995.1)","exploratory",18,3,15,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670403|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670404","Gut microbiome species abundance (Bacteroides uniformis, GCA_025147485.1)","exploratory",18,5,13,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670404|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670405","Gut microbiome species abundance (Faecalibacillus intestinalis, GCF_003024685.1)","exploratory",13,5,8,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670405|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670406","Gut microbiome species abundance (Lachnospira sp000437735, GCF_020564355.1)","exploratory",19,8,11,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670406|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670407","Gut microbiome species presence (SFEL01 sp004557245, GCA_004557245.1)","exploratory",26,12,14,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670407|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670407","Gut microbiome species presence (SFEL01 sp004557245, GCA_004557245.1)","primary",1,0,1,"not_estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670407|primary","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670408","Gut microbiome species presence (Fimenecus sp000432435, GCA_000432435.1)","exploratory",14,7,7,"estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670408|exploratory","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
"ed_2025_afr","microbiome_2026","GCST90670408","Gut microbiome species presence (Fimenecus sp000432435, GCA_000432435.1)","primary",1,0,1,"not_estimable","AFR","high_power_outcome_meta_sensitivity","standardized_z_per_sqrt_metal_weight","ed_2025_afr|microbiome_2026|GCST90670408|primary","discovery_exposure","none_known","known_outcome_sample_overlap_with_primary_finngen"
