"pair_id","nsnp","ivw_Q","ivw_Q_df","ivw_Q_p","egger_intercept","egger_intercept_se","egger_intercept_p","steiger_status","steiger_reason","presso_status","loo_status","singlesnp_status"
"reverse|GCST90671703",15,23.5848356849064,14,0.0513942873874738,0.0197193339440383,0.0191767512921328,0.322565091706566,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671704",17,21.5864736623495,16,0.157052609020097,-0.000579743812713341,0.00658779257359862,0.931038635514839,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671705",15,15.6758554746763,14,0.333567539737988,0.00472437986680519,0.0179479340244022,0.796501593500717,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671706",17,10.254276545113,16,0.853016205914859,0.00575353124560337,0.00581034336193145,0.337770957600984,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671707",17,10.6341742152235,16,0.831483274529721,0.00029130383563906,0.00545771494514574,0.958137745798413,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671708",15,21.7107643480358,14,0.0847559757238925,-0.00836002133706236,0.0182490130398281,0.654438349605811,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671709",15,12.551658640433,14,0.562089579431296,-0.00115213202741463,0.013949469677415,0.93543315424438,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671710",15,18.0055025602718,14,0.206530339781648,0.0196313998570202,0.0191091886549169,0.323002682423707,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671711",17,24.8873748567395,16,0.0718356897283474,0.0108019749797896,0.00644572030585133,0.114483427872854,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671712",15,13.250722569484,14,0.506883461422877,0.0162048768543454,0.0138178168475051,0.261937093426071,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671713",17,7.49031876522819,16,0.962613714633545,-0.00070596630373052,0.00590530480022143,0.906427806146623,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671714",15,14.4115212042013,14,0.419523890819319,0.0265048598237386,0.0217176299491946,0.243977618165704,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671715",15,17.2070004863677,14,0.245314546615525,0.00778591155842543,0.0177211037257358,0.66761680158083,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671716",15,12.5295601182184,14,0.563853883961639,0.00873485939828918,0.0140406128866066,0.544624290103209,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671717",15,13.9111639653324,14,0.45635023810847,0.0249906013528704,0.0138192061877595,0.0937237608393012,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671718",15,13.6116149578044,14,0.4790283339139,0.00782446788340647,0.0189115074205342,0.685808071052715,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671719",15,21.3097105881396,14,0.0939551131170458,0.000690930142927248,0.0257966099726507,0.979038999390509,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671720",17,13.3539600944344,16,0.646722576829339,0.00867960332552025,0.00553326209502428,0.137586261812494,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
"reverse|GCST90671721",15,20.7230098114604,14,0.108944244670217,-0.0113373966175965,0.0206579869053132,0.592434425939844,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","deferred_until_post_FDR","deferred_until_post_FDR","deferred_until_post_FDR"
