"completed_at_utc","plink_version","reference_build","reference_ancestry","reference_variant_count","reference_sample_count","reference_map_sha256","reference_bed_sha256","reference_bim_sha256","reference_fam_sha256","r2","kb","min_f","primary_p","exploratory_p","trait_tier_jobs","retained_instrument_rows","inventory_sha256","instrument_sha256"
"2026-07-19T23:12:37Z","PLINK v1.90b6.21 64-bit (19 Oct 2020)","GRCh37","EUR",171720,503,"1748c95b3f33cb094aaa3f5bcc04003db8b42dda13379bbed1080c249957a135","744cd7afbdb517523e3251fffb80c0c7047dd1fc6476d536d23381e3e2a9e61c","44b47aa35ae5633f374b4498f2d48d0c5e33708166471b2492457ef54c5df8dd","ccc5f19953f0f7debd096aaaf26aef11e49c8fad803abdfcd44f955ac9c5edc8",0.001,10000,10,5e-08,1e-05,5162,43295,"e5349d0712573a1df2cd73cd43bc0268314df868835c1b3f684ec81ee52d5dda","87340b6023c17d47a971a0c76a00ff92857aa726e907a57ba1b06bc46134e196"
